0, -1, 0, 0, 0, 0
0.0, -0.999, -0.002, 0.0, 0.0, -0.0
0.001, -0.996, -0.005, 0.001, 0.0, -0.0
0.002, -0.992, -0.01, 0.002, 0.001, -0.0
0.003, -0.986, -0.017, 0.003, 0.002, -0.0
0.005, -0.979, -0.026, 0.005, 0.003, -0.0
0.007, -0.97, -0.037, 0.007, 0.004, -0.0
0.009, -0.959, -0.05, 0.009, 0.005, -0.0
0.011, -0.947, -0.065, 0.012, 0.006, -0.001
0.014, -0.933, -0.082, 0.015, 0.007, -0.002
0.017, -0.917, -0.101, 0.019, 0.009, -0.003
0.02, -0.9, -0.122, 0.023, 0.011, -0.004
0.023, -0.881, -0.146, 0.028, 0.013, -0.005
0.027, -0.86, -0.172, 0.034, 0.015, -0.006
0.031, -0.837, -0.201, 0.04, 0.017, -0.007
0.035, -0.812, -0.232, 0.047, 0.019, -0.008
0.039, -0.785, -0.266, 0.055, 0.021, -0.009
0.043, -0.756, -0.302, 0.064, 0.023, -0.01
0.047, -0.725, -0.341, 0.073, 0.025, -0.011
0.051, -0.692, -0.383, 0.083, 0.027, -0.012
0.055, -0.657, -0.427, 0.093, 0.029, -0.013
0.059, -0.62, -0.473, 0.103, 0.031, -0.014
0.063, -0.581, -0.522, 0.114, 0.033, -0.015
0.067, -0.54, -0.572, 0.124, 0.035, -0.016
0.071, -0.497, -0.624, 0.134, 0.037, -0.017
0.074, -0.452, -0.678, 0.144, 0.039, -0.018
0.077, -0.405, -0.733, 0.153, 0.041, -0.019
0.08, -0.356, -0.788, 0.161, 0.043, -0.02
0.083, -0.305, -0.844, 0.167, 0.044, -0.021
0.085, -0.253, -0.9, 0.171, 0.045, -0.022
0.087, -0.199, -0.955, 0.173, 0.046, -0.023
0.089, -0.143, -1.01, 0.172, 0.047, -0.024
0.09, -0.085, -1.064, 0.168, 0.048, -0.025
0.091, -0.025, -1.116, 0.161, 0.049, -0.026
0.092, 0.036, -1.166, 0.15, 0.049, -0.027
0.092, 0.099, -1.214, 0.135, 0.049, -0.028
0.092, 0.164, -1.259, 0.115, 0.049, -0.028
0.091, 0.231, -1.3, 0.09, 0.048, -0.028
0.09, 0.299, -1.337, 0.059, 0.047, -0.028
0.088, 0.369, -1.37, 0.022, 0.046, -0.028
0.085, 0.44, -1.397, -0.021, 0.045, -0.028
0.082, 0.512, -1.419, -0.071, 0.043, -0.028
0.078, 0.585, -1.434, -0.129, 0.041, -0.028
0.073, 0.658, -1.442, -0.194, 0.038, -0.028
0.068, 0.731, -1.442, -0.267, 0.035, -0.028
0.062, 0.804, -1.433, -0.349, 0.032, -0.028
0.055, 0.876, -1.415, -0.439, 0.028, -0.028
0.047, 0.946, -1.387, -0.538, 0.024, -0.027
0.039, 1.013, -1.347, -0.645, 0.019, -0.026
0.03, 1.077, -1.295, -0.761, 0.014, -0.025
0.021, 1.136, -1.23, -0.886, 0.009, -0.024
0.011, 1.189, -1.151, -1.019, 0.003, -0.023
0.001, 1.236, -1.057, -1.161, -0.003, -0.022
-0.01, 1.275, -0.947, -1.312, -0.009, -0.02
-0.021, 1.306, -0.819, -1.473, -0.015, -0.018
-0.032, 1.328, -0.672, -1.644, -0.021, -0.016
