0, 0, 0, 0, 0, 0
0.0, 0.003, -0.003, 0.0, 0.0, -0.0
-0.0, 0.008, -0.009, 0.001, -0.0, 0.0
-0.0, 0.016, -0.018, 0.002, -0.0, 0.0
-0.0, 0.026, -0.029, 0.003, -0.0, 0.0
-0.0, 0.039, -0.043, 0.004, -0.0, 0.0
-0.0, 0.054, -0.06, 0.006, -0.0, 0.0
-0.0, 0.072, -0.08, 0.008, -0.0, 0.0
-0.0, 0.093, -0.103, 0.01, -0.0, 0.0
-0.0, 0.116, -0.128, 0.012, -0.0, 0.0
-0.0, 0.141, -0.156, 0.014, -0.0, 0.0
-0.0, 0.169, -0.186, 0.016, -0.0, 0.0
-0.001, 0.199, -0.219, 0.018, -0.001, 0.0
-0.002, 0.232, -0.254, 0.02, -0.002, 0.0
-0.003, 0.267, -0.29, 0.021, -0.003, 0.0
-0.004, 0.304, -0.328, 0.022, -0.004, 0.0
-0.005, 0.343, -0.367, 0.022, -0.005, 0.0
-0.006, 0.384, -0.406, 0.02, -0.006, 0.0
-0.008, 0.427, -0.446, 0.017, -0.008, 0.001
-0.01, 0.471, -0.485, 0.012, -0.01, 0.002
-0.012, 0.517, -0.524, 0.004, -0.012, 0.003
-0.015, 0.564, -0.562, -0.006, -0.015, 0.004
-0.018, 0.612, -0.598, -0.019, -0.018, 0.005
-0.022, 0.661, -0.632, -0.035, -0.022, 0.006
-0.026, 0.711, -0.663, -0.055, -0.026, 0.007
-0.03, 0.762, -0.691, -0.079, -0.03, 0.008
-0.035, 0.813, -0.716, -0.107, -0.035, 0.009
-0.041, 0.865, -0.737, -0.139, -0.041, 0.01
-0.047, 0.917, -0.753, -0.176, -0.047, 0.011
-0.054, 0.969, -0.764, -0.218, -0.054, 0.013
-0.062, 1.02, -0.77, -0.265, -0.062, 0.015
-0.071, 1.071, -0.771, -0.317, -0.071, 0.017
-0.081, 1.121, -0.766, -0.374, -0.081, 0.019
-0.092, 1.17, -0.754, -0.437, -0.092, 0.021
-0.104, 1.218, -0.735, -0.506, -0.104, 0.023
-0.117, 1.264, -0.709, -0.58, -0.117, 0.025
-0.132, 1.308, -0.676, -0.66, -0.132, 0.027
-0.149, 1.35, -0.635, -0.745, -0.149, 0.03
-0.168, 1.39, -0.587, -0.836, -0.168, 0.033
-0.189, 1.427, -0.531, -0.932, -0.189, 0.036
-0.213, 1.462, -0.468, -1.033, -0.213, 0.039
-0.24, 1.494, -0.398, -1.139, -0.24, 0.042
-0.271, 1.524, -0.322, -1.249, -0.271, 0.045
-0.305, 1.552, -0.241, -1.363, -0.305, 0.048
-0.342, 1.579, -0.156, -1.479, -0.342, 0.051
-0.381, 1.605, -0.068, -1.597, -0.381, 0.054
-0.419, 1.63, 0.023, -1.716, -0.419, 0.057
-0.453, 1.654, 0.115, -1.836, -0.453, 0.06
-0.483, 1.677, 0.207, -1.955, -0.483, 0.062
-0.508, 1.701, 0.297, -2.072, -0.508, 0.064
-0.53, 1.727, 0.382, -2.186, -0.529, 0.066
-0.548, 1.755, 0.46, -2.296, -0.547, 0.068
-0.564, 1.786, 0.531, -2.4, -0.563, 0.07
-0.578, 1.82, 0.594, -2.499, -0.577, 0.072
-0.59, 1.856, 0.649, -2.592, -0.589, 0.073
-0.601, 1.895, 0.695, -2.68, -0.6, 0.074
-0.611, 1.937, 0.733, -2.762, -0.61, 0.075
-0.62, 1.981, 0.764, -2.838, -0.619, 0.076
-0.628, 2.027, 0.787, -2.909, -0.627, 0.077
-0.635, 2.074, 0.803, -2.974, -0.634, 0.078
-0.641, 2.123, 0.813, -3.033, -0.64, 0.079
-0.647, 2.172, 0.816, -3.087, -0.646, 0.079
-0.652, 2.222, 0.814, -3.136, -0.651, 0.079
-0.657, 2.273, 0.806, -3.18, -0.656, 0.079
-0.661, 2.324, 0.793, -3.219, -0.66, 0.079
-0.664, 2.375, 0.776, -3.253, -0.663, 0.079
-0.667, 2.425, 0.755, -3.282, -0.666, 0.079
-0.67, 2.475, 0.73, -3.307, -0.669, 0.079
-0.672, 2.524, 0.702, -3.328, -0.671, 0.079
-0.674, 2.572, 0.671, -3.346, -0.673, 0.079
-0.675, 2.619, 0.638, -3.36, -0.674, 0.079
-0.676, 2.665, 0.603, -3.371, -0.675, 0.079
-0.677, 2.709, 0.567, -3.379, -0.676, 0.079
-0.677, 2.752, 0.53, -3.385, -0.676, 0.079
-0.677, 2.793, 0.492, -3.389, -0.676, 0.079
-0.677, 2.833, 0.454, -3.391, -0.676, 0.079
